SNR,H_noise,H_decoded
-10.0,11.299962754061491,4.736945334803876
-5.0,3.5657311303157515,1.2249770000535074
0.0,1.129254541220157,0.597091357170533
5.0,0.35591778919362677,0.4442440638575238
10.0,0.11288186194925663,0.3971649003666072
15.0,0.035663447037373903,0.38206710262832216
20.0,0.011287040879022167,0.3773250919205933
