SNR,H_noise,H_decoded
-10.0,11.114423322274632,10.08819398633077
-5.0,3.5171672416456876,2.9851733111296253
0.0,1.110233557591137,0.8164475691865296
5.0,0.3508262252743222,0.18205196785567404
10.0,0.11098152571260052,0.04964571213851417
15.0,0.03509360107333136,0.028809944791168825
20.0,0.011110324511365689,0.024105644127309873
