SNR,H_noise,H_decoded
-10.0,11.121071168402397,11.079721862971212
-5.0,3.5061211267066117,3.4796089888714805
0.0,1.1104810612151277,1.0918926238614894
5.0,0.35056172698715254,0.33238399338231
10.0,0.1109697671321997,0.09134787235904641
15.0,0.035108564317121706,0.022404983416551102
20.0,0.01110721944276458,0.0068546445344807565
